#,nombre,fase,color_2_prueba,altura_m,peso_kg,mega,forma_regional,metodo,mejor_stat,detalle_pokeapi
742,Cutiefly,FASE 1,Blanco,0.1,0.2,no,no,NINGUNO,Velocidad,
743,Ribombee,FASE 2,Blanco,0.2,0.5,no,no,NIVEL,Velocidad,level-up version_group=sun-moon min_level=25
744,Rockruff,FASE 1,Blanco,0.5,9.2,no,no,NINGUNO,Ataque,
745,Lycanroc,FASE 2,Blanco,0.8,25.0,no,no,NIVEL,Ataque,level-up version_group=sun-moon min_level=25 time_of_day=day required_pokemon_form=rockruff evolved_pokemon_form=lycanroc-midday || level-up version_group=sun-moon min_level=25 time_of_day=night required_pokemon_form=rockruff evolved_pokemon_form=lycanroc-midnight || level-up version_group=sun-moon min_level=25 time_of_day=dusk required_pokemon_form=rockruff-own-tempo evolved_pokemon_form=lycanroc-dusk
746,Wishiwashi,ÚNICA,Blanco,0.2,0.3,no,no,NINGUNO,PS,
747,Mareanie,FASE 1,Verde,0.4,8.0,no,no,NINGUNO,Defensa,
748,Toxapex,FASE 2,Rosa,0.7,14.5,no,no,NIVEL,Defensa,level-up version_group=sun-moon min_level=38
749,Mudbray,FASE 1,Rosa,1.0,110.0,no,no,NINGUNO,Ataque,
750,Mudsdale,FASE 2,Rojo,2.5,920.0,no,no,NIVEL,Ataque,level-up version_group=sun-moon min_level=30
751,Dewpider,FASE 1,Azul,0.3,4.0,no,no,NINGUNO,Def. Esp.,
752,Araquanid,FASE 2,Azul,1.8,82.0,no,no,NIVEL,Def. Esp.,level-up version_group=sun-moon min_level=22
753,Fomantis,FASE 1,Verde,0.3,1.5,no,no,NINGUNO,Ataque,
754,Lurantis,FASE 2,Rojo,0.9,18.5,no,no,NIVEL,Ataque,level-up version_group=sun-moon min_level=34 time_of_day=day
755,Morelull,FASE 1,Blanco,0.2,1.5,no,no,NINGUNO,Def. Esp.,
756,Shiinotic,FASE 2,Rosa,1.0,11.5,no,no,NIVEL,Def. Esp.,level-up version_group=sun-moon min_level=24
757,Salandit,FASE 1,Gris,0.6,4.8,no,no,NINGUNO,Velocidad,
758,Salazzle,FASE 2,Gris,1.2,22.2,no,no,NIVEL,Velocidad,level-up version_group=sun-moon gender=1 min_level=33
759,Stufful,FASE 1,Blanco,0.5,6.8,no,no,NINGUNO,Ataque,
760,Bewear,FASE 2,Negro,2.1,135.0,no,no,NIVEL,Ataque,level-up version_group=sun-moon min_level=27
761,Bounsweet,FASE 1,Verde,0.3,3.2,no,no,NINGUNO,PS,
762,Steenee,FASE 2,Verde,0.7,8.2,no,no,NIVEL,Velocidad,level-up version_group=sun-moon min_level=18
763,Tsareena,FASE 3,Verde,1.2,21.4,no,no,MOVIMIENTO,Ataque,level-up version_group=sun-moon known_move=stomp
764,Comfey,ÚNICA,Rojo,0.1,0.3,no,no,NINGUNO,Def. Esp.,
765,Oranguru,ÚNICA,Gris,1.5,76.0,no,no,NINGUNO,Def. Esp.,
766,Passimian,ÚNICA,Verde,2.0,82.8,no,no,NINGUNO,Ataque,
767,Wimpod,FASE 1,Rosa,0.5,12.0,su evolución,no,NINGUNO,Velocidad,
768,Golisopod,FASE 2,Blanco,2.0,108.0,sí,no,NIVEL,Defensa,level-up version_group=sun-moon min_level=30
769,Sandygast,FASE 1,Blanco,0.5,70.0,no,no,NINGUNO,Defensa,
770,Palossand,FASE 2,ninguno,1.3,250.0,no,no,NIVEL,Defensa,level-up version_group=sun-moon min_level=42
771,Pyukumuku,ÚNICA,Rojo,0.3,1.2,no,no,NINGUNO,Defensa + Def. Esp.,
772,Código Cero,FASE 1,Rojo,1.9,120.5,no,no,NINGUNO,NO TIENE,
773,Silvally,FASE 2,Blanco,2.3,100.5,no,no,AMISTAD,NO TIENE,level-up version_group=sun-moon min_happiness=160
774,Minior,ÚNICA,Rosa,0.3,40.0,no,no,NINGUNO,Defensa + Def. Esp.,
775,Komala,ÚNICA,Marrón,0.4,19.9,no,no,NINGUNO,Ataque,
776,Turtonator,ÚNICA,Amarillo,2.0,212.0,no,no,NINGUNO,Defensa,
777,Togedemaru,ÚNICA,Blanco,0.3,3.3,no,no,NINGUNO,Ataque,
778,Mimikyu,ÚNICA,Rojo,0.2,0.7,no,no,NINGUNO,Def. Esp.,
779,Bruxish,ÚNICA,Azul,0.9,19.0,no,no,NINGUNO,Ataque,
780,Drampa,ÚNICA,Verde,3.0,185.0,sí,no,NINGUNO,At. Esp.,
781,Dhelmise,ÚNICA,Azul,3.9,210.0,no,no,NINGUNO,Ataque,
782,Jangmo-o,FASE 1,Blanco,0.6,29.7,no,no,NINGUNO,Defensa,
783,Hakamo-o,FASE 2,Amarillo,1.2,47.0,no,no,NIVEL,Defensa,level-up version_group=sun-moon min_level=35
784,Kommo-o,FASE 3,Amarillo,1.6,78.2,no,no,NIVEL,Defensa,level-up version_group=sun-moon min_level=45
785,Tapu Koko,ÚNICA,Rojo,1.8,20.5,no,no,NINGUNO,Velocidad,
786,Tapu Lele,ÚNICA,Rojo,1.2,18.6,no,no,NINGUNO,At. Esp.,
787,Tapu Bulu,ÚNICA,Negro,1.9,45.5,no,no,NINGUNO,Ataque,
788,Tapu Fini,ÚNICA,Azul,1.3,21.2,no,no,NINGUNO,Def. Esp.,
789,Cosmog,FASE 1,Morado,0.2,0.1,no,no,NINGUNO,PS,
790,Cosmoem,FASE 2,Amarillo,0.1,999.9,no,no,NIVEL,Defensa + Def. Esp.,level-up version_group=sun-moon min_level=43
791,Solgaleo,FASE 3,Gris,3.4,230.0,no,no,NIVEL,PS + Ataque,level-up version_group=sun-moon min_level=53
792,Lunala,FASE 3,Amarillo,4.0,120.0,no,no,NIVEL,PS + At. Esp.,level-up version_group=sun-moon min_level=53
793,Nihilego,ÚNICA,Gris,1.2,55.5,no,no,NINGUNO,Def. Esp.,
794,Buzzwole,ÚNICA,Marrón,2.4,333.6,no,no,NINGUNO,Ataque + Defensa,
795,Pheromosa,ÚNICA,Marrón,1.8,25.0,no,no,NINGUNO,Velocidad,
796,Xurkitree,ÚNICA,Blanco,3.8,100.0,no,no,NINGUNO,At. Esp.,
797,Celesteela,ÚNICA,ninguno,9.2,999.9,no,no,NINGUNO,At. Esp.,
798,Kartana,ÚNICA,Rojo,0.3,0.1,no,no,NINGUNO,Ataque,
799,Guzzlord,ÚNICA,Amarillo,5.5,888.0,no,no,NINGUNO,PS,
800,Necrozma,ÚNICA,Gris,2.4,230.0,no,no,NINGUNO,At. Esp.,
801,Magearna,ÚNICA,Blanco,1.0,80.5,sí,no,NINGUNO,At. Esp.,
802,Marshadow,ÚNICA,Negro,0.7,22.2,no,no,NINGUNO,Ataque + Velocidad,
803,Poipole,FASE 1,Rosa,0.6,1.8,no,no,NINGUNO,NO TIENE,
804,Naganadel,FASE 2,ninguno,3.6,150.0,no,no,MOVIMIENTO,At. Esp.,level-up version_group=ultra-sun-ultra-moon known_move=dragon-pulse
805,Stakataka,ÚNICA,Negro,5.5,820.0,no,no,NINGUNO,Defensa,
806,Blacephalon,ÚNICA,Gris,1.8,13.0,no,no,NINGUNO,At. Esp.,
807,Zeraora,ÚNICA,ninguno,1.5,44.5,sí,no,NINGUNO,Velocidad,
808,Meltan,FASE 1,Amarillo,0.2,8.0,no,no,NINGUNO,Ataque + Defensa,
809,Melmetal,FASE 2,Negro,2.5,800.0,no,no,ESPECIAL,Ataque + Defensa,meltan-candies version_group=lets-go-pikachu-lets-go-eevee
810,Grookey,FASE 1,Rojo,0.3,5.0,no,no,NINGUNO,Ataque + Velocidad,
811,Thwackey,FASE 2,Amarillo,0.7,14.0,no,no,NIVEL,Ataque,level-up version_group=sword-shield min_level=16
812,Rillaboom,FASE 3,Marrón,2.1,90.0,no,no,NIVEL,Ataque,level-up version_group=sword-shield min_level=35
813,Scorbunny,FASE 1,Rojo,0.3,4.5,no,no,NINGUNO,Ataque,
814,Raboot,FASE 2,Blanco,0.6,9.0,no,no,NIVEL,Velocidad,level-up version_group=sword-shield min_level=16
815,Cinderace,FASE 3,Rojo,1.4,33.0,no,no,NIVEL,Velocidad,level-up version_group=sword-shield min_level=35
816,Sobble,FASE 1,ninguno,0.3,4.0,no,no,NINGUNO,At. Esp. + Velocidad,
817,Drizzile,FASE 2,Verde,0.7,11.5,no,no,NIVEL,At. Esp.,level-up version_group=sword-shield min_level=16
818,Inteleon,FASE 3,Amarillo,1.9,45.2,no,no,NIVEL,At. Esp.,level-up version_group=sword-shield min_level=35
819,Skwovet,FASE 1,Blanco,0.3,2.5,no,no,NINGUNO,PS,
820,Greedent,FASE 2,Rojo,0.6,6.0,no,no,NIVEL,PS,level-up version_group=sword-shield min_level=24
821,Rookidee,FASE 1,Negro,0.2,1.8,no,no,NINGUNO,Velocidad,
822,Corvisquire,FASE 2,Negro,0.8,16.0,no,no,NIVEL,Velocidad,level-up version_group=sword-shield min_level=18
823,Corviknight,FASE 3,Azul,2.2,75.0,no,no,NIVEL,Defensa,level-up version_group=sword-shield min_level=38
824,Blipbug,FASE 1,Morado,0.4,8.0,no,no,NINGUNO,Def. Esp. + Velocidad,
825,Dottler,FASE 2,Rojo,0.4,19.5,no,no,NIVEL,Def. Esp.,level-up version_group=sword-shield min_level=10
826,Orbeetle,FASE 3,Morado,0.4,40.8,no,no,NIVEL,Def. Esp.,level-up version_group=sword-shield min_level=30
827,Nickit,FASE 1,Rojo,0.6,8.9,no,no,NINGUNO,Def. Esp.,
828,Thievul,FASE 2,Rojo,1.2,19.9,no,no,NIVEL,Def. Esp.,level-up version_group=sword-shield min_level=18
829,Gossifleur,FASE 1,Rojo,0.4,2.2,no,no,NINGUNO,Defensa + Def. Esp.,
830,Eldegoss,FASE 2,Blanco,0.5,2.5,no,no,NIVEL,Def. Esp.,level-up version_group=sword-shield min_level=20
831,Wooloo,FASE 1,Gris,0.6,6.0,no,no,NINGUNO,Defensa,
832,Dubwool,FASE 2,Gris,1.3,43.0,no,no,NIVEL,Defensa,level-up version_group=sword-shield min_level=24
833,Chewtle,FASE 1,Amarillo,0.3,8.5,no,no,NINGUNO,Ataque,
834,Drednaw,FASE 2,Rojo,1.0,115.5,no,no,NIVEL,Ataque,level-up version_group=sword-shield min_level=22
835,Yamper,FASE 1,Marrón,0.3,13.5,no,no,NINGUNO,PS,
836,Boltund,FASE 2,Verde,1.0,34.0,no,no,NIVEL,Velocidad,level-up version_group=sword-shield min_level=25
837,Rolycoly,FASE 1,Gris,0.3,12.0,no,no,NINGUNO,Defensa + Def. Esp.,
838,Carkol,FASE 2,ninguno,1.1,78.0,no,no,NIVEL,Defensa,level-up version_group=sword-shield min_level=18
839,Coalossal,FASE 3,ninguno,2.8,310.5,no,no,NIVEL,Defensa,level-up version_group=sword-shield min_level=34
840,Applin,FASE 1,Rojo,0.2,0.5,no,no,NINGUNO,Defensa,
841,Flapple,FASE 2,Amarillo,0.3,1.0,no,no,OBJETO,Ataque,use-item version_group=sword-shield item=tart-apple
842,Appletun,FASE 2,Rojo,0.4,13.0,no,no,OBJETO,PS,use-item version_group=sword-shield item=sweet-apple
843,Silicobra,FASE 1,Blanco,2.2,7.6,no,no,NINGUNO,Defensa,
844,Sandaconda,FASE 2,Marrón,3.8,65.5,no,no,NIVEL,Defensa,level-up version_group=sword-shield min_level=36
845,Cramorant,ÚNICA,Blanco,0.8,18.0,no,no,NINGUNO,Def. Esp.,
846,Arrokuda,FASE 1,Amarillo,0.5,1.0,no,no,NINGUNO,Velocidad,
847,Barraskewda,FASE 2,Rojo,1.3,30.0,no,no,NIVEL,Velocidad,level-up version_group=sword-shield min_level=26
848,Toxel,FASE 1,ninguno,0.4,11.0,no,no,NINGUNO,At. Esp.,
849,Toxtricity,FASE 2,Amarillo,1.6,40.0,no,no,NIVEL,At. Esp.,"level-up version_group=sword-shield min_level=30 evolved_pokemon_form=toxtricity-amped allowed_natures=[{'name': 'hardy', 'url': 'https://pokeapi.co/api/v2/nature/1/'}, {'name': 'docile', 'url': 'https://pokeapi.co/api/v2/nature/7/'}, {'name': 'hasty', 'url': 'https://pokeapi.co/api/v2/nature/10/'}, {'name': 'adamant', 'url': 'https://pokeapi.co/api/v2/nature/11/'}, {'name': 'impish', 'url': 'https://pokeapi.co/api/v2/nature/12/'}, {'name': 'rash', 'url': 'https://pokeapi.co/api/v2/nature/15/'}, {'name': 'jolly', 'url': 'https://pokeapi.co/api/v2/nature/16/'}, {'name': 'naughty', 'url': 'https://pokeapi.co/api/v2/nature/17/'}, {'name': 'lax', 'url': 'https://pokeapi.co/api/v2/nature/18/'}, {'name': 'quirky', 'url': 'https://pokeapi.co/api/v2/nature/19/'}, {'name': 'naive', 'url': 'https://pokeapi.co/api/v2/nature/20/'}, {'name': 'brave', 'url': 'https://pokeapi.co/api/v2/nature/21/'}, {'name': 'sassy', 'url': 'https://pokeapi.co/api/v2/nature/24/'}] || level-up version_group=sword-shield min_level=30 evolved_pokemon_form=toxtricity-low-key allowed_natures=[{'name': 'bold', 'url': 'https://pokeapi.co/api/v2/nature/2/'}, {'name': 'modest', 'url': 'https://pokeapi.co/api/v2/nature/3/'}, {'name': 'calm', 'url': 'https://pokeapi.co/api/v2/nature/4/'}, {'name': 'timid', 'url': 'https://pokeapi.co/api/v2/nature/5/'}, {'name': 'lonely', 'url': 'https://pokeapi.co/api/v2/nature/6/'}, {'name': 'mild', 'url': 'https://pokeapi.co/api/v2/nature/8/'}, {'name': 'gentle', 'url': 'https://pokeapi.co/api/v2/nature/9/'}, {'name': 'bashful', 'url': 'https://pokeapi.co/api/v2/nature/13/'}, {'name': 'careful', 'url': 'https://pokeapi.co/api/v2/nature/14/'}, {'name': 'relaxed', 'url': 'https://pokeapi.co/api/v2/nature/22/'}, {'name': 'quiet', 'url': 'https://pokeapi.co/api/v2/nature/23/'}, {'name': 'serious', 'url': 'https://pokeapi.co/api/v2/nature/25/'}]"
850,Sizzlipede,FASE 1,ninguno,0.7,1.0,no,no,NINGUNO,Ataque,
851,Centiskorch,FASE 2,ninguno,3.0,120.0,no,no,NIVEL,Ataque,level-up version_group=sword-shield min_level=28
852,Clobbopus,FASE 1,Blanco,0.6,4.0,no,no,NINGUNO,Ataque,
853,Grapploct,FASE 2,Morado,1.6,39.0,no,no,MOVIMIENTO,Ataque,level-up version_group=sword-shield known_move=taunt
854,Sinistea,FASE 1,Verde,0.1,0.2,no,no,NINGUNO,At. Esp.,
855,Polteageist,FASE 2,Verde,0.2,0.4,no,no,OBJETO,At. Esp.,use-item version_group=sword-shield item=cracked-pot required_pokemon_form=sinistea-phony evolved_pokemon_form=polteageist-phony || use-item version_group=sword-shield item=chipped-pot required_pokemon_form=sinistea-antique evolved_pokemon_form=polteageist-antique
856,Hatenna,FASE 1,Azul,0.4,3.4,no,no,NINGUNO,At. Esp.,
857,Hattrem,FASE 2,Azul,0.6,4.8,no,no,NIVEL,At. Esp.,level-up version_group=sword-shield min_level=32
858,Hatterene,FASE 3,Azul,2.1,5.1,no,no,NIVEL,At. Esp.,level-up version_group=sword-shield min_level=42
859,Impidimp,FASE 1,Rojo,0.4,5.5,no,no,NINGUNO,At. Esp.,
860,Morgrem,FASE 2,Rojo,0.8,12.5,no,no,NIVEL,At. Esp.,level-up version_group=sword-shield min_level=32
861,Grimmsnarl,FASE 3,Verde,1.5,61.0,no,no,NIVEL,Ataque,level-up version_group=sword-shield min_level=42
862,Obstagoon,FASE 3,Negro,1.6,46.0,no,no,NIVEL,Defensa,level-up version_group=sword-shield min_level=35 time_of_day=night required_pokemon_form=linoone-galar
863,Perrserker,FASE 2,Gris,0.8,28.0,no,no,NIVEL,Ataque,level-up version_group=sword-shield min_level=28 required_pokemon_form=meowth-galar
864,Cursola,FASE 2,Gris,1.0,0.4,no,no,NIVEL,At. Esp.,level-up version_group=sword-shield min_level=38 required_pokemon_form=corsola-galar
865,Sirfetch’d,FASE 2,Verde,0.8,117.0,no,no,ESPECIAL,Ataque,three-critical-hits version_group=sword-shield required_pokemon_form=farfetchd-galar
866,Mr. Rime,FASE 3,Azul,1.5,58.2,no,no,NIVEL,At. Esp.,level-up version_group=sword-shield min_level=42 required_pokemon_form=mr-mime-galar
867,Runerigus,FASE 2,Negro,1.6,66.6,no,no,ESPECIAL,Defensa,take-damage version_group=sword-shield location=dusty-bowl required_pokemon_form=yamask-galar min_damage_taken=49
868,Milcery,FASE 1,Amarillo,0.2,0.3,no,no,NINGUNO,Def. Esp.,
869,Alcremie,FASE 2,Rosa,0.3,0.5,no,no,ESPECIAL,Def. Esp.,spin version_group=sword-shield
870,Falinks,ÚNICA,Rojo,3.0,62.0,sí,no,NINGUNO,Ataque + Defensa,
871,Pincurchin,ÚNICA,Gris,0.3,1.0,no,no,NINGUNO,Ataque,
872,Snom,FASE 1,Azul,0.3,3.8,no,no,NINGUNO,At. Esp.,
873,Frosmoth,FASE 2,Gris,1.3,42.0,no,no,AMISTAD,At. Esp.,level-up version_group=sword-shield min_happiness=160 time_of_day=night
874,Stonjourner,ÚNICA,Marrón,2.5,520.0,no,no,NINGUNO,Defensa,
875,Eiscue,ÚNICA,Verde,1.4,89.0,no,no,NINGUNO,Defensa,
876,Indeedee,ÚNICA,Blanco,0.9,28.0,no,no,NINGUNO,At. Esp.,
877,Morpeko,ÚNICA,Gris,0.3,3.0,no,no,NINGUNO,Velocidad,
878,Cufant,FASE 1,Rojo,1.2,100.0,no,no,NINGUNO,Ataque,
879,Copperajah,FASE 2,Negro,3.0,650.0,no,no,NIVEL,Ataque,level-up version_group=sword-shield min_level=34
880,Dracozolt,ÚNICA,Amarillo,1.8,190.0,no,no,NINGUNO,Ataque,
881,Arctozolt,ÚNICA,Verde,2.3,150.0,no,no,NINGUNO,Ataque,
882,Dracovish,ÚNICA,Azul,2.3,215.0,no,no,NINGUNO,Defensa,
883,Arctovish,ÚNICA,Blanco,2.0,175.0,no,no,NINGUNO,Defensa,
884,Duraludon,FASE 1,Gris,1.8,40.0,no,no,NINGUNO,At. Esp.,
885,Dreepy,FASE 1,ninguno,0.5,2.0,no,no,NINGUNO,Velocidad,
886,Drakloak,FASE 2,Azul,1.4,11.0,no,no,NIVEL,Velocidad,level-up version_group=sword-shield min_level=50
887,Dragapult,FASE 3,Azul,3.0,50.0,no,no,NIVEL,Velocidad,level-up version_group=sword-shield min_level=60
888,Zacian,ÚNICA,Rojo,2.8,110.0,no,no,NINGUNO,Velocidad,
889,Zamazenta,ÚNICA,Azul,2.9,210.0,no,no,NINGUNO,Velocidad,
890,Eternatus,ÚNICA,Rojo,20.0,950.0,no,no,NINGUNO,At. Esp.,
891,Kubfu,FASE 1,Blanco,0.6,12.0,no,no,NINGUNO,Ataque,
892,Urshifu,FASE 2,Negro,1.9,105.0,no,no,OBJETO,Ataque,use-item version_group=scarlet-violet item=scroll-of-darkness evolved_pokemon_form=urshifu-single-strike || use-item version_group=scarlet-violet item=scroll-of-waters evolved_pokemon_form=urshifu-rapid-strike
893,Zarude,ÚNICA,Negro,1.8,70.0,no,no,NINGUNO,Ataque,
894,Regieleki,ÚNICA,Blanco,1.2,145.0,no,no,NINGUNO,Velocidad,
895,Regidrago,ÚNICA,Azul,2.1,200.0,no,no,NINGUNO,PS,
896,Glastrier,ÚNICA,Azul,2.2,800.0,no,no,NINGUNO,Ataque,
897,Spectrier,ÚNICA,Morado,2.0,44.5,no,no,NINGUNO,At. Esp.,
898,Calyrex,ÚNICA,Blanco,1.1,7.7,no,no,NINGUNO,PS,
899,Wyrdeer,FASE 2,Blanco,1.8,95.1,no,no,MOVIMIENTO,Ataque + At. Esp.,agile-style-move version_group=legends-arceus used_move=psyshield-bash min_move_count=20
900,Kleavor,FASE 2,Negro,1.8,89.0,no,no,OBJETO,Ataque,use-item version_group=legends-arceus item=black-augurite
901,Ursaluna,FASE 3,Negro,2.4,290.0,no,no,OBJETO,Ataque,use-item version_group=legends-arceus item=peat-block time_of_day=full-moon
902,Basculegion,FASE 2,Rojo,3.0,110.0,no,no,ESPECIAL,PS,recoil-damage version_group=legends-arceus gender=2 required_pokemon_form=basculin-white-striped evolved_pokemon_form=basculegion-male min_damage_taken=294 || recoil-damage version_group=legends-arceus gender=1 required_pokemon_form=basculin-white-striped evolved_pokemon_form=basculegion-female min_damage_taken=294
903,Sneasler,FASE 2,Azul,1.3,43.0,no,no,OBJETO,Ataque,level-up version_group=legends-arceus held_item=razor-claw time_of_day=day required_pokemon_form=sneasel-hisui
904,Overqwil,FASE 2,Blanco,2.5,60.5,no,no,MOVIMIENTO,Ataque,use-move version_group=legends-za required_pokemon_form=qwilfish-hisui used_move=barb-barrage min_move_count=20
905,Enamorus,ÚNICA,Blanco,1.6,48.0,no,no,NINGUNO,At. Esp.,
906,Sprigatito,FASE 1,ninguno,0.4,4.1,no,no,NINGUNO,Velocidad,
907,Floragato,FASE 2,ninguno,0.9,12.2,no,no,NIVEL,Velocidad,level-up version_group=scarlet-violet min_level=16
908,Meowscarada,FASE 3,Negro,1.5,31.2,no,no,NIVEL,Velocidad,level-up version_group=scarlet-violet min_level=36
909,Fuecoco,FASE 1,Blanco,0.4,9.8,no,no,NINGUNO,PS,
910,Crocalor,FASE 2,Blanco,1.0,30.7,no,no,NIVEL,At. Esp.,level-up version_group=scarlet-violet min_level=16
911,Skeledirge,FASE 3,Gris,1.6,326.5,no,no,NIVEL,At. Esp.,level-up version_group=scarlet-violet min_level=36
912,Quaxly,FASE 1,Azul,0.5,6.1,no,no,NINGUNO,Ataque,
913,Quaxwell,FASE 2,Blanco,1.2,21.5,no,no,NIVEL,Ataque,level-up version_group=scarlet-violet min_level=16
914,Quaquaval,FASE 3,Verde,1.8,61.9,no,no,NIVEL,Ataque,level-up version_group=scarlet-violet min_level=36
915,Lechonk,FASE 1,Azul,0.5,10.2,no,no,NINGUNO,PS,
916,Oinkologne,FASE 2,Negro,1.0,120.0,no,no,NIVEL,PS,level-up version_group=scarlet-violet gender=2 min_level=18 evolved_pokemon_form=oinkologne-male || level-up version_group=scarlet-violet gender=1 min_level=18 evolved_pokemon_form=oinkologne-female
917,Tarountula,FASE 1,Gris,0.3,4.0,no,no,NINGUNO,Defensa,
918,Spidops,FASE 2,Amarillo,1.0,16.5,no,no,NIVEL,Defensa,level-up version_group=scarlet-violet min_level=15
919,Nymble,FASE 1,Azul,0.2,1.0,no,no,NINGUNO,Ataque,
920,Lokix,FASE 2,Negro,1.0,17.5,no,no,NIVEL,Ataque,level-up version_group=scarlet-violet min_level=24
921,Pawmi,FASE 1,Rojo,0.3,2.5,no,no,NINGUNO,Velocidad,
922,Pawmo,FASE 2,Rojo,0.4,6.5,no,no,NIVEL,Velocidad,level-up version_group=scarlet-violet min_level=18
923,Pawmot,FASE 3,Rojo,0.9,41.0,no,no,ESPECIAL,Ataque,level-up version_group=scarlet-violet min_steps=1000
924,Tandemaus,FASE 1,Gris,0.3,1.8,no,no,NINGUNO,Velocidad,
925,Maushold,FASE 2,Gris,0.3,2.8,no,no,NIVEL,Velocidad,"in-battle-level-up version_group=scarlet-violet min_level=25 evolved_pokemon_form=maushold-family-of-four condition_expression={'expression': 'EC 100 % 0 !=', 'percentage_chance': 99, 'variables': [{'name': 'encryption-constant', 'url': 'https://pokeapi.co/api/v2/evolution-variable/1/'}]} || in-battle-level-up version_group=scarlet-violet min_level=25 evolved_pokemon_form=maushold-family-of-three condition_expression={'expression': 'EC 100 % 0 ==', 'percentage_chance': 1, 'variables': [{'name': 'encryption-constant', 'url': 'https://pokeapi.co/api/v2/evolution-variable/1/'}]}"
926,Fidough,FASE 1,Blanco,0.3,10.9,no,no,NINGUNO,Defensa,
927,Dachsbun,FASE 2,Rojo,0.5,14.9,no,no,NIVEL,Defensa,level-up version_group=scarlet-violet min_level=26
928,Smoliv,FASE 1,Amarillo,0.3,6.5,no,no,NINGUNO,At. Esp.,
929,Dolliv,FASE 2,Amarillo,0.6,11.9,no,no,NIVEL,At. Esp. + Def. Esp.,level-up version_group=scarlet-violet min_level=25
930,Arboliva,FASE 3,Rosa,1.4,48.2,no,no,NIVEL,At. Esp.,level-up version_group=scarlet-violet min_level=35
931,Squawkabilly,ÚNICA,Blanco,0.6,2.4,no,no,NINGUNO,Ataque,
932,Nacli,FASE 1,Blanco,0.4,16.0,no,no,NINGUNO,Defensa,
933,Naclstack,FASE 2,Blanco,0.6,105.0,no,no,NIVEL,Defensa,level-up version_group=scarlet-violet min_level=24
934,Garganacl,FASE 3,Blanco,2.3,240.0,no,no,NIVEL,Defensa,level-up version_group=scarlet-violet min_level=38
935,Charcadet,FASE 1,Negro,0.6,10.5,no,no,NINGUNO,Ataque + At. Esp.,
936,Armarouge,FASE 2,Amarillo,1.5,85.0,no,no,OBJETO,At. Esp.,use-item version_group=scarlet-violet item=auspicious-armor
937,Ceruledge,FASE 2,Morado,1.6,62.0,no,no,OBJETO,Ataque,use-item version_group=scarlet-violet item=malicious-armor
938,Tadbulb,FASE 1,Marrón,0.3,0.4,no,no,NINGUNO,PS,
939,Bellibolt,FASE 2,Gris,1.2,113.0,no,no,PIEDRA,PS,use-item version_group=scarlet-violet item=thunder-stone
940,Wattrel,FASE 1,Amarillo,0.4,3.6,no,no,NINGUNO,Velocidad,
941,Kilowattrel,FASE 2,Negro,1.4,38.6,no,no,NIVEL,Velocidad,level-up version_group=scarlet-violet min_level=25
942,Maschiff,FASE 1,Rosa,0.5,16.0,no,no,NINGUNO,Ataque,
943,Mabosstiff,FASE 2,Marrón,1.1,61.0,no,no,NIVEL,Ataque,level-up version_group=scarlet-violet min_level=30
944,Shroodle,FASE 1,Negro,0.2,0.7,no,no,NINGUNO,Velocidad,
945,Grafaiai,FASE 2,Negro,0.7,27.2,no,no,NIVEL,Velocidad,level-up version_group=scarlet-violet min_level=28
946,Bramblin,FASE 1,Rojo,0.6,0.6,no,no,NINGUNO,Ataque,
947,Brambleghast,FASE 2,Amarillo,1.2,6.0,no,no,ESPECIAL,Ataque,level-up version_group=scarlet-violet min_steps=1000
948,Toedscool,FASE 1,Blanco,0.9,33.0,no,no,NINGUNO,Def. Esp.,
949,Toedscruel,FASE 2,Amarillo,1.9,58.0,no,no,NIVEL,Def. Esp.,level-up version_group=scarlet-violet min_level=30
950,Klawf,ÚNICA,Marrón,1.3,79.0,no,no,NINGUNO,Defensa,
951,Capsakid,FASE 1,ninguno,0.3,3.0,su evolución,no,NINGUNO,Ataque + At. Esp.,
952,Scovillain,FASE 2,Rojo,0.9,15.0,sí,no,PIEDRA,Ataque + At. Esp.,use-item version_group=scarlet-violet item=fire-stone
953,Rellor,FASE 1,ninguno,0.2,1.0,no,no,NINGUNO,Defensa,
954,Rabsca,FASE 2,Rosa,0.3,3.5,no,no,ESPECIAL,At. Esp.,level-up version_group=scarlet-violet min_steps=1000
955,Flittle,FASE 1,Blanco,0.2,1.5,no,no,NINGUNO,Velocidad,
956,Espathra,FASE 2,Blanco,1.9,90.0,no,no,NIVEL,Velocidad,level-up version_group=scarlet-violet min_level=35
957,Tinkatink,FASE 1,Rojo,0.4,8.9,no,no,NINGUNO,Def. Esp.,
958,Tinkatuff,FASE 2,Morado,0.7,59.1,no,no,NIVEL,Def. Esp.,level-up version_group=scarlet-violet min_level=24
959,Tinkaton,FASE 3,Morado,0.7,112.8,no,no,NIVEL,Def. Esp.,level-up version_group=scarlet-violet min_level=38
960,Wiglett,FASE 1,Gris,1.2,1.8,no,no,NINGUNO,Velocidad,
961,Wugtrio,FASE 2,Azul,1.2,5.4,no,no,NIVEL,Velocidad,level-up version_group=scarlet-violet min_level=26
962,Bombirdier,ÚNICA,Gris,1.5,42.9,no,no,NINGUNO,Ataque,
963,Finizen,FASE 1,Blanco,1.3,60.2,no,no,NINGUNO,Velocidad,
